Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39
ARHGAP17	-0.484683106	0.151364848	0.171073547	0.913711239	1.213785816	0.484473703	0.813785223	-0.64288417	-1.07774409	-0.645061621	0.333353265	0.689368696	-0.44503616	-0.385702666	0.376624685	-0.145073101	-0.159474324	-1.978700269	-0.898874559	-2.503924593	-1.671615447	-1.378195499	-1.60893822	0.085421471	-1.484946778	-3.242002836	1.118802838	0.103480113	1.850159085	0.553067847	0.166738981	0.805618519	0.146766997	1.658651322	0.765550165	1.192369695	1.39480624	0.358894023	0.482936163
ARHGAP21	-0.818554396	-0.007495285	-0.498004982	-2.592036061	0.273842072	1.027316949	0.75374999	1.765918036	0.825102481	0.594224373	-0.72137328	0.816038563	-0.592598371	-0.17904147	0.592400566	-0.219905421	-0.2816035	0.69831886	1.017617233	0.33261155	1.877194614	0.326354209	0.370844141	-0.090512021	-0.65291166	-2.405382175	0.097324923	0.880253423	1.155860341	-0.334878913	0.088732392	1.460546657	0.372959141	-1.266925119	-2.55094139	-0.820509155	-0.895888269	-1.694866832	-0.218791219
ARHGAP23	-0.74079071	0.504417413	0.078231935	1.178667688	-1.363306528	-1.113537268	-0.229195035	-0.994373242	-1.926153447	-1.301823455	1.067072911	-1.385876668	-0.153033932	-1.109553925	-0.335916336	-0.351912981	-0.27196393	-0.526933836	1.099919447	-0.584357819	-0.866971901	0.077204138	1.899907979	2.120879122	-0.604519696	-1.766117367	-0.415801743	-0.674906095	-0.164247748	-0.585683656	0.022859041	-0.195576116	-0.047969087	0.436003068	2.341136196	0.52981482	-0.335916336	-0.498217963	-0.163777881
ARHGAP25	0.390066848	0.862511956	-0.276848056	1.381393723	0.142471347	-0.185155083	-0.1636428	-2.291065344	-1.695145329	1.639664606	-0.093933179	-0.239573171	-1.489590664	-0.058776943	0.083182794	0.782226706	-0.655396601	-0.312474624	-0.646421133	-0.676751207	-1.414274907	-1.126779828	-0.432825462	2.822553197	-1.477369129	-0.33071908	-0.915689247	-0.631752445	1.254454212	0.069157274	0.545055347	0.222941078	-1.257107935	-1.173087694	1.181472641	-0.457522225	-0.124668558	-0.310793191	0.923950112
ARHGAP27	0.66982893	0.200717795	0.952096314	1.338791091	0.87355564	0.008244566	0.843915799	-0.964437984	1.366030408	-0.55080721	0.782157928	-0.159615276	1.156571654	-0.514339603	0.531461091	0.240723141	0.918793645	-1.847688491	-0.807949288	-0.572658413	-2.169732041	-0.345409379	1.118597556	-0.862312793	-4.103079477	-0.824967351	-0.641794018	-1.474324368	-0.098021564	0.159392199	-0.656417184	0.338795736	-0.056531244	-0.684730124	0.086769206	0.765490267	0.244826253	0.800401476	0.293033131
ARHGAP28	-0.458246307	-0.759019884	-0.328471353	-0.028074231	-0.883165559	-0.140562217	0.148494938	-1.912476558	-0.82466822	1.82601158	1.746165839	0.959447707	1.341248904	0.875579377	0.546607638	-0.304156217	-0.678882832	-0.890126252	-1.225750292	-0.548588608	-1.362674026	-0.832868037	0.273659756	3.026264519	-0.635659691	-0.44807674	-0.078790399	0.186275935	0.860363977	0.133529816	0.273659756	-0.289865332	0.132567976	-1.083664994	0.61724519	-0.599348124	-0.055926831	-0.407471562	0.074345616
ARHGAP29	-0.56897803	0.005085683	0.171258112	0.83382776	-1.991880395	-1.488410441	-0.120109817	-1.371666895	-0.996754966	-1.012841845	-0.249682581	-0.459369085	-0.103192515	-1.624737259	-0.491018883	-0.772875308	-0.571910741	1.13075506	0.95406851	-0.915681409	1.099173122	-0.860486195	0.40361248	0.911423383	2.797252084	0.293438134	-1.62438981	0.91672023	1.478307458	-0.303289845	-0.585376846	1.023507414	-0.370769745	-0.088500467	0.151370825	0.457947841	0.276234912	0.459907615	0.542620515
ARHGAP30	0.648300702	0.896265153	0.454632243	0.717234609	0.484735348	-0.226014006	-0.839025331	-2.000609717	-2.261679242	1.079075109	0.712743479	-0.612439248	-0.626296585	0.394351104	0.204775001	-0.305110865	-0.657030796	-0.991227056	-0.733866272	-0.648091027	-2.165144991	-0.789902558	-0.918420365	2.057483327	-1.584068119	0.717554679	-1.212700297	-0.627091033	1.325022391	-0.690263194	0.615643487	0.233490038	0.114784928	-0.962789422	0.494022344	-0.029826199	-0.5454514	-1.238937088	0.204775001
ARHGAP35	-0.522147535	0.623607536	-0.479186752	-1.977853937	0.256057646	-0.333807242	0.797343117	-0.248856071	1.636986981	-0.443015683	0.249071204	-0.278169849	-0.186906842	-0.055732828	0.262449059	0.485807317	0.801600524	-0.579666026	0.38064462	-0.903020047	0.660220169	0.865696416	1.339909105	-1.44323011	0.107647827	-3.204504369	-0.00321568	0.32508979	-0.666499784	-1.172301768	-0.404182747	-0.545061238	-2.502384622	0.749566903	2.085842605	0.918626547	0.597991542	1.803713275	0.164489521
ARHGAP36	0.083087621	-0.023395891	0.132059353	0.540390761	-0.514700214	-0.249996809	-0.323353056	-0.160123268	-0.300862381	-0.16088532	-0.048754165	-0.671559239	0.038169101	-0.515313316	-0.370379211	-0.239283426	0.214097203	0.218608161	0.388347462	-0.258728863	-0.306035017	-0.098586014	0.103831133	-0.004359056	6.248402564	-0.31242981	-0.317793708	-0.425344805	0.195565509	0.039355978	-0.210996789	-0.225038009	-0.38714777	0.67184476	0.293608524	-0.342583681	0.408529415	0.491443456	0.422653761
ARHGAP39	1.639183263	-0.272873601	-0.27605043	-1.576076527	1.189598594	-0.22395867	0.904941788	-0.727027796	0.444133317	-0.589462986	0.854788288	1.480592237	-0.465353897	-0.815706471	0.607483655	1.176667767	0.805929891	-1.153424113	-0.589462986	-0.159904655	1.492139467	0.134958802	0.784192241	-0.8554727	1.55287691	-1.690038896	-0.505073215	-1.71632569	-1.087107662	0.693905984	-0.848958774	-1.137261511	-0.748736471	0.498408744	0.325401695	0.435909545	0.124461133	-0.972458076	1.208147566
ARHGAP5	-0.793269022	-0.212157361	-0.419973435	-1.942302945	-0.503614501	-1.87274189	0.955503622	1.485220778	0.514558317	0.226153361	-0.093562727	-0.174719598	1.026268589	-0.125133139	0.264086905	-0.94208102	-0.316157698	0.416705922	0.771509856	0.328591785	2.442592998	-1.302511327	0.048995651	-1.380275962	0.880586537	0.351405861	0.110923614	1.460188066	0.791367551	0.823980933	-1.45626823	0.291253445	0.584869627	-2.949808019	-1.291108102	-1.031881565	-0.398213067	0.571522738	0.732654539
ARHGAP9	0.623176769	1.606942948	0.315278933	1.83260721	0.32923967	0.053239528	-0.212478885	-1.567842261	-1.348412847	1.446789182	1.283534283	-0.404903764	0.125730705	0.070301158	0.167029968	0.456078378	-0.839919182	-0.097551099	-0.918087564	-1.088639226	-2.438426967	-0.376268884	-1.114567633	2.291329707	-2.501270351	-1.008996791	-2.269418685	-0.74733619	0.763606528	-0.285548149	0.526373187	-0.051307166	-0.391322686	0.68279096	1.560715866	-0.291407183	0.650267597	-0.013687032	0.469170169
ARHGEF10	-0.461629573	-2.1681014	0.600335617	-0.131235127	0.387105352	0.552759125	0.89186287	1.824317468	0.738323546	-2.43433264	-0.737369547	-0.4023122	0.936515652	-0.514317167	-0.524997677	0.560710623	-0.229574568	0.693194457	-0.064927249	-0.902170116	0.663754669	-0.784991806	-0.454704516	1.09250081	-0.41294257	-2.409515227	-1.724228616	0.324607563	-0.986787578	1.030754739	-2.524614215	0.711878317	-0.218203612	0.686413583	0.496812473	0.647772026	0.197214683	0.851091283	0.204873506
ARHGEF16	0.481401607	0.853588089	0.042184666	1.087623676	2.243729871	0.757337351	0.681714674	-0.214022561	2.399237994	0.240162428	0.957221293	-0.307858054	1.499119958	0.406306304	0.323410242	-0.410430042	1.110080597	-1.103442753	-1.490722742	-1.579436226	-0.961872813	-0.60826939	-0.290699668	-1.457839853	-1.667695295	0.423150614	0.510318873	-0.845984641	1.156206015	1.328700911	-0.929800923	0.509156859	-0.151226317	0.504058605	-0.727482814	1.217710342	-0.629445535	-1.145782539	-1.19571367
ARHGEF18	0.194153174	0.803863022	-0.789964061	-0.233448665	1.018371124	-0.309356181	0.404585532	-1.378954314	0.417749057	-0.967030158	1.829260266	1.14873353	-0.342896093	0.19729923	1.044441196	0.682333279	0.389162466	-2.26133694	0.267160153	-1.374266098	-1.028542049	-0.793213664	-2.27845682	-1.145228637	-0.305996202	-1.269379054	0.030258247	-0.537459393	0.214845657	-0.551685553	-0.261520002	3.669821283	-1.375464639	0.302161976	0.735973488	1.038243157	0.661883232	-0.100693809	-0.232347811
ARHGEF37	-0.351737537	0.158975421	1.342294321	0.101433136	-0.454884522	-0.9172455	2.170943684	0.037882616	-0.291640684	0.874991972	0.370764036	0.43598238	-0.782426742	0.482768666	0.582171611	-1.493679117	-0.911648132	-0.742083534	-0.382498702	-1.142452027	2.843433575	-0.012653935	0.704782073	-0.086564813	0.749358948	-0.697923855	0.374203972	0.814842366	-0.671922831	0.368304483	-1.369254686	-0.567087813	-0.036874802	0.619899519	-0.059164089	-0.592142577	-0.126252812	1.131629734	-0.404803444
ARHGEF39	0.225463341	-0.523123986	0.739907188	-0.021776076	0.347925545	0.770572362	-0.319235132	1.798273636	1.700008182	-0.607826932	-0.43764679	-0.382179406	1.779336818	-0.546703104	0.300642216	-0.843619941	0.437874413	0.044378178	0.146954005	-1.389478623	-0.097423637	1.021796151	-0.366799261	-0.451593699	-1.669605251	-0.496719379	-0.707364136	0.502801038	-0.982972815	0.198873568	0.077157244	-1.348709097	-0.767905456	1.599764196	0.719025825	0.145146321	0.605990793	3.767296361	0.294304093
ARHGEF5	0.228287628	0.798190651	0.021698995	-2.112703722	0.993029191	1.383853572	0.940161754	-1.864545079	0.824822429	-1.112246817	-0.169261535	-0.04379423	0.185243074	0.104068097	0.348650368	-0.455303956	1.581440572	-0.585471218	0.140151721	-1.590355629	-0.98277802	0.993700306	-2.767342082	-0.503437314	0.305435621	-1.747426124	0.955184612	-0.746305135	-0.184768746	1.80914512	-0.013207544	1.182694395	-0.248275199	1.279529084	-0.323657888	0.986464145	1.731374695	1.390726373	0.098235841
ARHGEF6	0.205094391	0.198323183	0.580770861	0.750932304	0.025426323	-0.556693188	-0.189138347	-0.604194853	-2.764179375	0.438852475	0.603304397	0.296012923	-0.525979864	-0.021808924	0.258030139	-0.250269524	-1.274787278	-0.569934089	-0.673015321	-1.128025819	-1.691991147	-1.589546112	-0.958313473	0.540854501	0.127952746	-0.352060144	-0.875356591	0.062523579	1.616789797	-0.711958949	-0.27789696	0.800028846	-0.526893572	-0.029724831	1.702119608	-0.227581041	0.393457637	-0.518879329	-0.469473009
ARHGEF9	0.07487693	-0.206452442	1.112621257	-1.003355697	-0.29464281	-0.516769838	0.693194516	0.159214392	-1.12455158	-1.562346042	-0.135283146	-1.011296051	-0.419857893	0.54329116	0.231954452	-0.738442487	-0.406318117	-1.322398817	-0.750475089	-1.96665073	-1.431846427	-0.164646949	-1.435236248	-0.512139608	-1.066486178	-0.934665644	2.10119922	0.243352688	-1.262573025	1.043899322	0.15915062	0.220477836	-0.401204364	-0.41605427	-0.695302041	-1.446012293	-0.577171916	-0.517962474	-0.180219946
ARID3A	0.783383362	-0.230888639	-0.033792256	-0.450868194	0.270870171	1.185538601	-0.083145179	-0.829325457	-0.096903149	-0.294795037	-0.164252847	0.616126875	0.478506083	1.768052639	0.616143656	1.354746072	-0.290235358	-0.94195514	1.517602436	-0.331225354	-0.802261189	2.709709511	-0.844088915	-0.652185191	-0.587919888	-0.546554812	0.053117759	-1.01321061	-0.11202802	-0.46388647	1.197450898	-0.45088518	-0.690379321	-0.01009458	0.359549432	0.61223176	0.561618252	0.029884582	-0.652185191
ARID5A	-0.103625031	0.188449944	2.151531989	1.999405186	0.801863058	-0.791346375	-1.095022641	-0.429623957	-0.924237546	-0.49914605	0.084712479	-0.401502568	1.07320792	-0.588732886	-0.444975659	-0.152148697	-0.053842178	-0.740481119	-0.510734472	-1.12902346	-1.412101648	-0.731296082	0.106047311	-0.185082288	0.600968354	-0.319064473	-1.615822626	-1.318270082	-0.024895044	-1.418580506	-0.437335389	0.761642397	-0.511834835	2.289449536	1.311073579	0.591207983	0.852563056	0.322759669	-0.966020727
ARID5B	-0.405654523	0.081207161	0.763731583	-1.485067537	-0.922309868	-0.318458854	1.072727231	-0.732391577	-1.430769102	1.13665608	-0.172165672	-0.415693384	-0.464992809	-0.283130867	-0.702720147	-0.050211576	-0.733687709	0.688110219	0.407183106	-1.031940965	2.233910859	-0.742808721	-0.914417475	0.770281371	2.748170078	-2.502014934	-0.105186705	0.971545533	0.920724952	-0.556296227	-0.028723033	0.998265909	-0.258011852	-2.057372507	-1.430709368	0.466978544	-0.796329163	0.02827953	0.033974444
ARL13B	-0.240030118	-1.87889426	0.146173942	-2.054276431	-0.937129424	-0.478430613	-0.277031115	0.775004885	0.766576645	-0.954315896	-1.774919427	0.721622622	0.732095479	0.168092342	0.613641455	-0.065700636	0.493953459	-0.767289854	0.143629624	-0.39448886	0.370300106	0.475652859	-0.683062851	-1.049310444	1.470883229	0.928259846	-1.018294554	2.281674754	0.785649726	-1.131345432	-0.323509114	-0.505432043	-0.792872635	-2.109472886	-0.207377941	-0.062399498	-0.097922941	0.065639067	0.150430935
ARL14	-0.438704964	-0.065776246	-1.172242012	-0.529629046	-0.030915706	-0.499500277	0.276373976	-0.471791531	-0.668115025	0.714820582	0.289769683	0.226734903	0.084610465	0.15026073	0.288566799	-1.035615781	-0.267653991	0.643097182	0.48610876	1.772872215	-0.667772103	-1.51708954	-0.416521268	-0.137160286	-2.198988989	0.575347501	-0.180259457	-2.103136759	0.682518423	-0.105128869	-0.714078503	-0.373818932	0.150464146	0.210880088	0.59514249	0.278710842	0.753943865	0.203864443	-0.893896725
ARL14EP	-0.152004712	-0.756194735	-1.069937408	-1.28445661	-0.750939292	-1.389310663	0.357831609	0.492149038	-1.112004985	-0.667432703	-1.98695679	0.222040066	-1.501312404	0.252334215	-0.085279855	-0.688701425	-0.506508537	0.078522965	1.534703937	1.151930108	0.884957653	-0.163837063	-1.063429817	-1.296761197	1.006641912	2.142889452	-0.044523686	1.56200524	1.174488096	-1.089539225	-0.281617331	-0.427442987	-0.970986068	0.377779394	1.197089703	0.882828796	0.130686231	2.091199214	-0.655716263
ARL15	0.216043835	-0.050867327	0.155130024	-0.328006972	0.718770086	-1.047318048	0.438882857	-0.863336204	-0.776281016	0.43791546	0.709474095	-0.410657487	-0.548444761	-0.441439515	-1.188799603	-1.346692349	-0.133533114	0.356654321	-0.711924355	1.656296196	-3.031290489	-0.876491741	-0.103654935	2.065789044	-0.375836318	-0.156527148	0.66235221	0.089486637	0.176712629	0.522533022	-0.121561444	-1.097257817	-0.497319066	0.578957734	1.399336125	-0.510693642	1.650922309	0.451063421	-1.217928478
ARL3	-0.489688303	-0.12412424	0.051696285	0.110370175	0.019169013	-1.123998605	-0.4959392	1.138938487	1.385844841	-0.065224836	-0.429611042	0.729312282	-0.030026925	0.034843287	-0.331890314	-0.47714893	-0.698949155	0.874131713	0.639394098	1.005835113	-0.079904357	-0.844844884	-2.397787802	-0.238169825	3.356160361	1.577981568	-0.235759974	1.340992397	-0.036797108	-1.441349363	0.29716898	-0.099903536	-0.281941264	0.007390891	0.983151727	0.411449927	0.132542941	-0.157313022	-0.157313022
ARL6	-1.219160624	-0.971922142	-0.310936298	-0.772287252	-0.171715541	-1.407461393	-0.021541261	1.485908678	1.447687894	-0.011751446	0.199095752	1.14966681	0.44529812	-0.32104919	0.718544561	-0.937843985	0.184517878	-0.448287472	0.370645349	-0.206538193	-0.441780399	-0.151413736	-1.335727046	-1.540219044	1.18547013	0.360467418	-0.618878941	2.405487413	-2.24625822	0.487241695	-1.407731102	0.073428177	-0.903479561	0.665173049	-0.455489551	1.289912195	-1.3123209	0.827929865	0.092126602
ARL6IP5	-1.742848366	0.432519776	0.208811877	-0.968836301	0.447260426	0.087418193	-0.460313459	-0.257857129	0.788217325	0.205203332	0.412423515	0.469484701	0.773755162	0.026870661	0.761380905	0.402511223	0.423831572	0.713395569	-0.404487835	0.736769606	0.675346719	-0.291244883	-1.08111677	-0.800775455	0.763544481	0.852692577	-0.156175856	1.197881799	0.980140982	0.218310839	0.277900125	0.777005371	0.445522481	-3.47399799	-2.566161159	-0.785959078	-2.730066497	-3.032068254	0.423291541
ARL6IP6	0.212742997	-0.253441031	0.474033371	-1.326732	-0.954776446	-0.302309819	0.083914392	1.374389649	0.086802683	1.103328288	0.375249554	1.043324815	2.716871675	0.472888144	0.742288773	0.110057738	0.583296265	0.498422656	0.609311316	-0.556790718	0.680493723	-1.120655618	-2.183911477	-3.135621709	1.518511447	2.15744888	-0.367845389	0.931661772	-0.632415868	-1.494990872	-0.342640049	-0.799454096	-1.497039974	-1.215692042	-0.459912249	0.059571423	-0.232422733	0.171704771	0.187971185
ARMC1	0.05385836	-0.753139097	-1.008976597	-1.87279297	-0.290251377	-1.278337888	0.607729447	0.092306905	0.181798991	1.18E-04	-1.730415584	0.494522547	-0.089909597	-0.386140639	-0.116866643	-0.349657186	-0.277306225	0.699388799	1.870149487	1.799975219	2.960182898	1.176840491	0.588229054	-1.179852368	0.769284249	-0.165089471	-1.109578029	-0.328508662	-0.606168946	-1.413113286	-0.792026393	-0.648192845	-0.969057162	-0.507648732	0.014812878	-0.285052763	1.004755047	1.367941218	0.850865287
ARMC10	0.131276114	0.164897083	-0.448373279	-2.018214185	0.286106215	2.116040512	0.347290556	1.025283973	1.809423901	0.94557215	-0.061628549	0.754291985	1.050899222	0.414578757	1.06655367	0.345092182	0.513595043	1.600524576	-0.366774363	-0.188267751	1.044892048	-0.061411686	-1.976625503	-0.915808581	1.011920101	1.826646563	0.315179377	0.392964436	-0.954932536	1.5005056	0.883505455	0.438388483	-0.122107285	-1.437795443	-1.980536502	-0.11208986	-0.916401668	0.323960959	0.768055501
ARMC12	-0.450328457	-1.023323034	-0.216043376	2.540403011	-1.142123274	-0.710993497	-0.816541874	0.381553152	0.967374464	-0.37002741	-0.936145546	-0.260181044	-1.043694959	-0.061395839	-2.277565974	-1.21760139	-0.041883086	-0.531998246	1.001925403	0.287404206	-1.715795583	-0.964486975	1.445776122	0.53780451	-1.628568416	0.578876016	0.165991555	0.396594121	1.14647762	1.113150835	-0.690171379	-2.235029107	-0.203736825	0.319084526	0.65416163	0.111029441	1.082147399	0.861716156	-0.254033511
ARMC2	0.017377274	-0.604015491	0.339678161	0.829371825	-0.522035285	-1.057618703	1.380098067	-0.836167094	-0.951038162	-0.553502636	-0.425504819	1.127823802	-0.089027851	-1.234145983	1.250718873	-0.844088116	-0.073670969	-0.437895805	0.058965201	-0.367034202	2.583067569	-0.367034202	4.217713948	-1.031355694	-0.980303073	0.815517438	-0.196479116	-0.315199775	-1.261970246	0.684037905	0.348864695	-0.613223223	-0.125612545	0.295281408	2.283451421	0.001838273	-0.233114127	-0.167193414	1.190596492
ARMC6	1.787929171	-0.019417028	-0.004095913	0.520011217	-0.189900335	-0.974008992	1.002812443	0.191859329	0.348991011	0.124523336	0.493404097	0.275898096	0.637557056	1.063021002	-0.366714777	-0.036984862	0.351050708	-0.4900463	0.286577647	-0.409081124	-0.60597365	-0.695172507	0.598807894	-0.359143672	-1.164469472	1.242846741	0.979446518	-1.280971705	-1.697799871	0.1862689	2.026870289	0.340581469	-0.809142867	1.436586349	0.598995905	0.255025005	0.024728048	0.760135415	-1.714385121
ARMC8	-0.766727659	-0.878908872	-0.828407585	-2.210906073	1.006610727	0.527706824	-0.458925383	-0.806028256	1.257812292	-1.103726959	-0.414731744	0.288960853	0.537273945	0.490490802	0.85823641	-0.889315051	0.533480446	-0.26191665	0.035228764	2.127974312	0.963950223	-0.971745079	-0.973796689	-1.714079275	-0.676389797	0.186989193	0.223264881	1.02260642	-0.048660394	-1.064594457	-0.756796659	0.078418866	-1.058326366	-2.280779259	-0.650673752	0.886805996	0.009217262	0.110932959	-0.005254028
ARMCX1	-1.127849686	-0.978243372	0.014261183	0.487692573	-0.541337017	-1.002014799	-0.159563599	-0.009670386	-1.585323251	-0.725781039	0.622591466	0.543596962	-0.223928077	0.174751439	-0.548160063	-1.181436795	-1.264819779	-1.16801962	-0.694784717	-1.353046648	0.196103964	-1.104447933	-0.482019878	0.751368306	0.933052858	1.504906762	-0.521841461	0.417773772	0.85752178	-1.445184605	0.058630505	0.507748328	0.346689519	-1.197463537	-0.138393046	-0.220133959	-0.798581594	-0.775785104	-0.221994893
ARMCX3	-0.60744986	-3.759811573	0.375156715	-0.504827873	0.687406677	0.862531138	-0.773743491	-0.798369967	1.232353767	-0.285009978	-0.122385794	-0.186146478	-0.217391591	0.496124349	0.680823587	0.61291263	1.46322507	-1.061199202	0.994537003	-0.12067565	-0.158647364	1.60829507	-1.720081986	-0.713662227	0.407762778	1.69180444	-0.67745406	1.233987269	0.620870746	0.026481911	0.437107892	0.316281827	-0.122385794	-1.973616955	0.901571748	-0.13095596	-0.095102391	-0.122385794	1.129453097
ARMCX5	-0.674667831	-0.075933739	0.154353809	-2.654090774	-0.325876359	0.38378345	1.527521115	0.321719281	0.920847815	0.261148243	0.365263917	0.465151887	-1.497444182	0.933387432	1.187515968	0.048633405	0.377268047	1.401885212	2.611777382	1.429307504	0.671528686	0.661127885	-1.797502991	-1.248475724	-0.145575821	1.867460219	1.087624459	0.546841325	0.340546846	0.464572136	0.033273487	-1.219471577	-1.366350957	-0.867800481	-0.341054164	-0.559756094	-0.174649139	0.07100877	-0.072698508
ARNTL	-1.364993051	-0.935766653	0.268872862	-0.743772221	1.109191006	-0.228822598	-0.8920594	-1.030590629	-1.501109206	-0.449561154	0.792211593	-1.209636647	1.733655167	-0.475082991	0.093349207	-0.179531862	0.227230426	0.189989491	0.606575597	-1.050411689	-1.074441588	0.229566822	-0.244788771	1.515377991	0.987965469	-0.904162503	-0.427815833	0.969405469	1.811298514	-0.63193946	-0.572259858	-0.226613204	-0.783545934	-1.48866584	-0.611481044	0.62377468	-0.024734199	1.101804559	0.142344667
ARNTL2	-0.489470425	-0.234336968	-0.424793441	-0.139101384	-0.712230161	-0.215962243	-1.218911534	1.692299237	1.785148161	-0.365861148	-1.059746726	-0.216116088	1.766611178	-0.499063768	-0.33972243	0.033539171	-0.203665395	0.687089567	1.982426483	-0.805590418	1.425070022	-0.913567537	-0.778515147	0.42456002	-2.393825699	2.061620801	0.369292034	2.015419203	0.553965144	-0.186714045	0.724922066	-0.250505148	1.599240188	0.272123905	0.783873141	-0.501787008	-0.483725391	1.787585517	0.556584893
ARPC1B	0.468036203	0.307344192	0.627268644	-0.538472731	0.772459328	0.781553402	1.164110409	-0.803007492	0.717511817	-0.699793408	-0.449490797	-0.531910388	1.733609393	0.056877239	-0.084244199	1.309555018	0.204064066	-1.021211066	-0.677737839	-2.037188117	-1.418485026	-0.531144293	-1.608918381	-0.913795448	0.665100746	-0.190616295	-1.027245634	-0.450691773	0.88697812	0.157299828	-0.286370867	1.45375642	-1.465031937	-0.038329614	1.240940778	0.670973521	0.338120656	1.123312394	1.678205413
ARPIN	0.47401154	-0.016248932	1.054914598	-0.837547891	0.189519928	-0.95525358	0.314579155	0.770958404	-0.351622857	0.559620892	1.636025275	0.385984311	-0.118548812	0.525273722	0.2342898	-1.392016758	-0.86341643	-1.216642537	-1.120715248	-0.639674413	-0.090770897	-1.082113504	-0.339384563	-0.644609348	-0.823914146	-0.797084075	-0.556452232	0.144894617	-0.395551105	-1.642107254	-1.158981834	-0.542075178	-0.184384968	-1.486675403	-1.377649946	-0.339693007	-0.713423627	-0.027395645	-0.590160176
ARRB1	0.767524995	0.518804921	-0.169200176	1.056171115	-0.200838729	-0.612671935	0.372513118	-0.849439826	-0.4542929	-1.800867642	2.776127047	0.39783289	-1.335615166	0.942735627	0.996447968	0.353572692	1.820731682	-1.477218384	-1.563011061	-0.299540605	-1.067116394	-1.261328442	-0.229962125	0.57811311	-2.056853477	-1.377302445	0.911283241	0.819134426	0.660642103	0.368339801	0.145365838	-2.151024722	-0.687828384	0.68123156	0.409095908	0.843707636	0.304361351	0.809489018	-0.754610208
ARRDC4	-0.632277862	-0.452650399	-1.006415504	-0.557910484	0.165877114	-0.444111635	0.49475698	-1.018514049	-2.063636936	0.504383453	1.17620921	0.530425739	0.316539138	0.491887989	0.171824247	0.130425641	-0.974547883	-1.340532831	-1.018425313	-0.333128395	-1.781573365	0.392971378	-0.681154397	-0.993256807	1.282200315	-0.488530427	0.533279353	0.929367591	-0.334730926	-2.551942732	-0.616814491	0.752046491	0.780841247	-1.036749657	-0.200293558	1.470718183	-0.294741702	0.324684986	0.144717722
ARSA	0.786028387	0.877222685	-0.013280025	-1.144541977	0.995392622	0.331966032	0.007662215	0.901711817	0.387932761	0.007662215	1.262084547	0.583728839	2.241051319	0.394845617	-0.108189557	-0.710955468	0.16785819	-0.795778233	-9.14E-04	-2.191109336	-1.251351317	-0.330839057	-1.736102977	0.902818821	0.600335776	-0.398366512	0.436304543	-0.523222021	1.255958954	-0.887622427	-0.09423159	-1.10963659	-0.621493762	0.435456173	-0.839140312	-1.403162873	-0.067091264	-2.244535976	-1.515555158
ARV1	0.465404688	-0.796291155	2.52693469	-2.320907204	0.502093431	0.475107759	0.453571701	0.155861122	1.828088611	0.719509056	0.308739233	-0.145160935	1.595025322	0.579089416	0.337049996	-1.176073934	0.328180724	0.381671216	0.047641847	1.973721212	0.126109638	0.064768355	0.329668067	-0.499139024	0.910110863	0.933345588	-0.275457055	-0.898507319	-0.798321605	0.616778883	-0.396294142	-0.058578668	1.261586149	-1.937061999	-2.166266395	0.063962931	-1.209171364	-0.649363398	-1.402340486
ASAH1	-0.4999969	0.579748134	-0.762554033	-1.738877813	-0.011440207	-0.922522119	0.719547738	-0.118423039	0.578785078	0.632233168	0.621514971	-0.151437752	0.38367993	-0.304078384	0.115592199	0.43758196	-0.163314228	0.081164927	0.05360804	0.536906046	-0.493567275	-2.731177205	-0.865790055	0.744143796	2.800607473	0.479141953	-0.945192133	0.836487926	1.696290314	-0.062375078	-0.535048164	-0.240896959	-0.660834073	-1.220754944	0.838923672	-1.055065498	-0.45960644	-0.940332391	-0.943478081
ASAP1	-0.598214471	-0.957030174	-0.311432302	-0.499000702	-1.037841302	0.220395125	-0.294061795	0.005541533	-0.55553233	-0.914283707	-0.999278419	0.008122847	0.53362584	-0.429256954	0.399745508	1.293812143	-1.688990528	0.006143158	0.886413167	-0.483706566	2.192346192	1.432622328	0.979201405	0.716102008	0.789160185	-2.066863394	-0.580531044	0.56777198	1.315748978	-1.031810238	0.869051224	0.559584584	-0.425194382	-0.32108829	-3.341168474	0.722555929	-0.467058091	-1.158112021	1.458043276
ASAP1-IT2	-0.274511133	-1.265182545	-0.828015132	-0.228220712	0.078633368	-0.327723939	-0.327723939	-1.472017502	-0.99903807	-0.406436644	-0.072122518	0.968823748	0.581455153	-0.12606399	1.287113387	2.543266388	-1.169771188	-2.84346787	-1.254529552	-1.342497181	-0.060878919	-0.463562622	0.329734844	-0.053099133	-1.144276143	-1.693551536	-0.274477786	0.083014718	1.443159451	-0.787589313	0.645858846	-0.838241489	-0.520319114	1.583478104	1.937962908	1.54855046	1.439538785	0.497544116	1.34982004
